8,8,29,47,39,35,22,11,22,49,48,33,27,47,38,7,47,49,32,41,46,35,43,9,43,27,47,50,34,39,47,12,19,28,11,30,29,15,42,49
31,13,30,43,14,45,14,26,36,21,9,32,23,44,8,21,47,18,18,35,10,10,14,12,8,50,12,48,36,6,26,28,11,35,26,41,16,15,41,13
26,14,12,11,15,34,39,9,22,22,14,16,37,21,18,37,15,5,11,44,16,8,20,28,6,34,23,14,44,38,18,22,29,48,33,50,6,30,24,6
38,36,16,22,10,10,23,5,24,23,5,7,42,16,35,16,49,40,35,47,47,49,32,46,7,44,21,38,34,22,11,10,47,25,37,29,27,24,11,11
16,44,34,49,21,31,6,44,45,24,24,49,17,41,22,42,26,38,32,40,40,18,27,32,43,37,14,42,38,45,29,23,12,32,40,46,5,20,20,47
26,27,46,11,28,49,27,50,34,16,11,9,17,31,36,30,31,28,40,46,38,42,8,37,14,27,35,49,20,8,40,40,41,11,30,25,44,39,38,21
33,24,28,45,12,9,47,40,16,43,8,26,49,40,36,16,34,28,11,12,16,17,38,15,21,27,25,20,27,48,46,31,45,8,47,32,33,36,39,11
27,36,5,26,7,34,49,48,13,46,13,42,19,34,9,19,28,30,13,28,42,7,10,9,36,15,10,20,13,15,47,34,39,43,37,41,39,30,10,27
19,7,34,44,27,17,22,40,24,34,22,37,44,33,23,44,13,13,12,42,30,15,25,35,45,47,48,20,16,22,28,38,48,15,31,40,38,29,16,41
49,35,13,43,6,10,16,34,45,26,17,35,6,50,40,37,5,20,15,8,30,29,34,24,24,7,21,6,50,19,30,14,6,46,38,22,12,32,28,7
