31,35,41,48,41,30,40,43,13,25,35,20,45,22,34,41,45,31,20,20,25,45,20,9,41,7,37,18,44,18,17,22,23,16,50,14,47,23,19,6
41,44,21,7,34,21,41,32,31,9,12,48,32,46,45,50,13,46,28,40,7,18,27,32,12,12,50,10,13,37,13,7,33,40,7,38,35,42,26,38
38,48,31,34,18,43,24,28,39,18,17,32,37,10,23,26,10,25,34,46,35,31,17,24,45,34,38,33,15,35,6,43,6,42,33,6,39,20,22,27
16,47,13,6,34,48,9,46,48,20,25,38,49,12,23,43,46,24,28,34,43,20,18,26,42,32,5,16,19,33,13,39,48,24,46,18,15,14,20,8
46,10,50,5,17,45,46,10,40,25,11,12,39,17,25,13,45,8,46,38,15,32,27,35,44,18,41,37,42,31,31,42,40,31,16,29,47,24,37,30
42,33,8,35,17,31,42,35,8,28,35,15,31,21,14,38,22,43,30,30,6,7,42,26,32,11,36,41,38,29,39,12,44,37,36,43,31,48,23,13
33,16,19,16,22,27,38,8,30,31,25,24,16,10,43,26,6,14,30,38,19,5,25,18,12,22,8,15,30,30,11,27,36,19,30,45,37,46,15,45
12,7,41,29,30,28,25,45,45,30,5,33,46,49,48,46,11,32,19,8,41,31,14,10,28,8,14,9,26,38,39,9,7,13,25,30,34,25,9,6
37,32,18,7,21,48,7,12,46,46,24,29,26,37,8,12,14,42,9,6,40,7,5,8,10,46,24,45,39,36,25,39,9,40,40,43,19,22,25,21
9,9,19,45,21,39,5,38,16,18,37,24,49,10,15,31,19,38,42,44,19,13,27,48,20,15,24,34,49,35,43,7,26,32,19,8,43,30,41,25
