47,32,38,22,47,14,13,27,45,31,25,23,21,13,44,28,48,21,17,49
21,31,12,48,41,20,12,15,42,40,21,36,13,24,15,45,31,11,22,23
37,21,16,17,16,35,29,43,34,50,34,13,42,42,13,26,41,24,49,25
26,24,13,43,39,34,23,30,29,25,41,23,12,31,33,30,18,40,34,14
44,47,17,49,28,20,44,30,28,12,15,40,34,24,24,39,27,24,11,46
36,16,27,42,31,42,38,40,40,32,48,41,11,21,22,34,26,46,14,38
24,12,26,19,30,37,20,11,30,25,25,41,19,11,24,19,12,48,23,21
40,17,32,36,14,41,45,43,23,48,19,11,20,27,41,26,12,24,13,26
41,47,41,48,16,18,22,36,22,12,36,45,11,27,29,24,32,37,25,27
22,11,36,12,32,29,43,35,38,40,48,18,28,16,46,38,44,42,14,43
46,15,50,22,42,42,17,43,50,39,39,41,27,28,28,32,48,30,42,25
21,13,41,23,23,37,29,46,39,28,12,47,49,15,39,17,21,37,25,21
46,37,39,27,25,28,31,34,45,45,38,37,34,23,41,26,46,21,39,18
12,37,44,29,32,37,36,23,36,15,21,40,35,40,41,24,14,23,11,44
23,40,26,21,11,40,38,45,23,13,18,34,19,24,34,39,20,44,29,22
19,20,44,13,37,16,32,29,36,15,23,39,43,15,24,21,15,11,45,47
18,33,34,49,11,12,22,36,28,46,20,18,38,19,26,30,25,17,26,18
14,50,45,32,12,18,44,46,43,20,43,32,43,30,32,27,15,42,49,15
30,44,38,44,32,14,26,14,20,35,46,23,29,49,42,40,49,22,14,19
50,19,33,15,47,12,11,27,44,13,38,37,46,30,11,38,37,44,31,44
