31,36,45,45,44,29,43,32,26,22
43,25,27,23,30,18,15,25,34,31
44,15,43,39,31,41,35,24,26,17
13,39,45,43,26,20,11,49,11,40
23,25,49,36,15,39,30,12,25,45
26,45,11,17,37,32,34,30,42,18
28,16,12,18,41,32,41,45,43,42
27,17,49,24,40,46,38,22,42,30
42,37,35,28,26,45,17,34,47,20
38,16,11,27,25,11,43,27,13,47
47,10,44,44,23,11,23,49,47,43
45,23,48,29,32,12,31,45,43,33
26,11,22,15,29,39,18,29,42,41
46,44,24,35,33,21,15,40,15,22
29,39,22,41,39,47,37,24,40,16
42,41,35,28,16,48,39,44,45,31
44,21,25,40,43,39,28,24,10,39
18,32,13,11,34,43,40,11,37,39
30,37,40,23,13,30,15,18,32,20
12,23,16,36,14,46,32,16,35,12
