23,47,12,40,36,32,28,47,35,15,14,22,25,12,37,15,39,25,35,29
32,11,37,14,28,46,21,22,15,49,17,41,34,46,26,49,30,45,21,25
17,31,14,23,16,29,11,22,38,43,31,29,34,46,26,15,21,23,45,34
31,22,11,28,34,22,34,49,31,43,42,40,17,13,48,19,37,45,27,45
23,22,15,22,12,37,48,44,50,35,12,21,22,50,42,30,47,49,37,23
14,33,47,41,34,26,16,22,14,41,47,41,22,37,26,41,21,18,14,44
48,23,29,21,34,19,16,42,29,30,17,40,43,14,47,12,40,34,43,12
37,17,24,49,25,50,19,44,36,14,40,38,17,45,26,33,46,12,10,36
26,27,31,14,43,50,15,47,19,20,15,40,45,38,47,35,48,33,38,25
17,27,46,49,23,18,21,20,45,13,47,40,23,29,34,34,30,13,49,27
