7,6,9,9,4,6,9,6,5,5,6,12,11,3,6,5,4,6,2,3,3,5,8,4,2,11,4,9,4,13
8,4,5,9,5,6,2,4,6,4,9,7,8,12,5,5,6,8,2,8,9,7,5,2,11,5,4,6,10,4
3,3,6,7,9,8,5,9,8,5,3,4,8,4,7,5,12,7,9,11,2,8,3,10,13,4,2,2,2,6
7,10,13,13,2,2,9,12,5,8,2,5,8,7,4,5,7,3,4,10,3,7,9,12,14,4,8,6,3,9
8,14,5,4,7,3,4,11,3,9,2,6,1,10,2,8,11,5,2,10,4,6,5,13,10,6,4,2,9,4
6,4,8,4,6,4,2,7,11,6,2,9,10,5,5,8,8,6,8,6,9,6,7,7,7,3,11,4,9,7
5,5,6,10,12,5,3,6,3,10,3,5,4,6,7,8,3,4,5,9,10,3,2,11,10,4,2,6,6,4
2,4,3,1,11,3,2,7,4,6,6,9,7,3,2,5,2,3,3,8,12,7,3,8,6,8,10,9,3,4
5,7,3,5,5,5,2,5,2,12,9,9,4,3,4,8,8,5,4,4,5,2,6,8,3,6,7,5,13,11
4,1,5,4,7,3,3,8,5,4,4,12,5,10,2,7,1,6,4,4,3,3,5,4,8,11,3,6,11,2
