39,48,45,38,21,22,45,14,31,39,25,18,24,32,28,47,46,31,45,16
33,14,37,44,31,7,6,49,22,22,24,33,35,41,45,33,27,38,37,10
33,23,35,42,34,7,7,12,8,39,40,9,12,16,9,9,12,44,34,23
38,17,48,46,9,14,48,16,41,25,43,49,47,18,35,43,34,35,38,35
13,9,11,32,8,6,31,31,41,22,40,22,6,37,24,34,47,30,22,47
19,11,27,18,27,49,16,30,11,46,31,6,30,11,42,35,31,37,31,19
43,43,41,7,30,20,8,48,38,46,36,44,24,46,45,43,15,22,7,21
42,24,14,36,48,47,29,27,45,10,32,26,44,8,16,20,11,10,32,42
9,23,28,17,44,29,39,9,34,47,29,41,10,26,32,14,25,5,30,43
49,47,47,29,9,12,20,17,37,34,16,42,49,18,43,42,45,15,28,27
37,39,45,16,38,29,19,39,20,36,39,6,29,6,47,18,32,22,18,29
6,40,30,40,49,16,23,20,18,40,49,49,34,44,11,37,39,26,33,17
41,48,26,21,49,48,12,9,49,43,44,19,33,41,31,16,36,11,29,28
34,41,23,36,42,15,29,38,19,30,10,30,5,32,16,21,28,36,32,44
28,18,28,33,35,11,43,9,12,9,27,42,21,19,8,31,22,20,38,46
30,41,49,10,49,47,39,39,31,48,13,26,12,18,48,31,48,11,22,34
5,41,29,14,16,21,27,49,45,35,40,34,48,45,14,45,35,11,36,33
39,46,26,20,10,19,13,9,46,7,40,49,47,37,34,16,11,30,27,49
14,15,18,28,24,44,23,7,43,10,43,35,43,18,34,29,5,31,13,18
48,28,41,47,37,18,34,25,47,13,25,12,30,19,20,47,12,17,18,16
