6,1,3,3,9,3,8,6,8,4,11,11,3,3,9,9,6,8,10,4,3,3,2,9,8,3,3,4,5,4
8,5,4,4,3,9,5,9,2,3,13,6,6,10,5,5,2,7,4,2,14,7,4,8,5,3,9,10,5,3
10,9,3,4,2,11,10,6,3,4,12,7,3,13,4,10,8,5,8,8,4,4,3,4,4,1,3,8,8,5
8,8,9,4,5,8,7,8,1,3,3,8,3,5,10,6,5,4,10,7,2,10,7,8,8,11,7,9,4,12
14,8,9,12,13,8,4,3,3,9,7,2,2,10,6,5,4,4,6,8,5,2,9,4,3,1,5,2,2,5
8,4,9,5,7,6,3,3,11,8,5,12,8,7,3,4,4,6,2,8,3,8,3,9,5,7,5,4,10,2
4,9,1,14,2,7,6,3,8,4,5,3,9,2,3,4,6,2,6,3,3,7,3,2,12,6,6,8,9,12
4,8,4,9,8,5,3,7,13,2,8,4,5,2,5,2,4,2,5,6,3,9,9,3,3,3,8,10,6,4
8,4,8,3,11,4,3,2,4,7,2,2,3,3,4,6,13,4,5,6,9,4,4,5,10,6,5,6,9,9
10,8,1,10,2,4,4,9,10,3,2,12,3,5,11,9,6,5,5,2,7,12,4,3,6,6,5,10,9,14
