7,5,5,3,7,3,2,6,8,3,6,3,6,3,10,6,6,5,5,10
3,7,1,8,8,5,2,4,8,9,2,7,3,5,4,6,6,2,5,6
7,6,2,4,2,7,8,10,6,12,5,2,12,5,4,5,7,2,10,7
6,3,2,7,7,6,3,4,3,5,10,5,4,9,8,8,4,6,8,2
8,12,4,8,5,5,7,8,4,2,4,9,5,3,3,4,5,5,1,6
7,5,3,12,7,7,9,5,9,7,9,11,2,5,6,6,7,10,4,6
5,3,3,4,7,11,5,1,4,6,4,6,3,2,3,5,2,11,3,4
6,2,4,4,3,9,9,10,4,12,5,2,3,5,11,6,4,3,3,4
4,11,10,14,5,3,5,7,6,3,4,13,3,5,4,5,4,6,3,7
5,2,9,2,9,8,11,8,7,8,9,4,4,4,7,9,5,6,3,10
11,4,7,3,7,10,3,4,6,8,6,6,4,8,7,8,7,3,5,5
4,2,5,6,3,6,5,6,4,3,3,5,14,4,11,4,6,8,3,3
9,9,8,8,5,6,5,6,7,8,5,4,5,4,9,7,12,4,4,3
1,10,12,4,9,9,9,7,5,2,5,8,6,5,4,4,4,4,3,9
4,11,6,3,2,7,8,8,3,2,2,9,3,4,9,6,4,7,4,4
2,6,9,2,9,5,7,7,9,2,4,6,6,4,3,5,2,2,11,9
5,5,5,7,3,2,6,6,6,10,3,4,5,4,4,4,7,3,4,3
3,15,13,9,1,4,10,9,9,6,11,7,12,4,8,4,2,10,7,2
7,7,4,6,8,3,3,4,4,7,8,6,8,6,7,11,14,6,1,3
12,2,10,4,12,2,3,4,5,2,7,5,5,9,1,11,11,13,8,11
