11,4,4,3,2,8,9,4,2,4,4,4,3,2,3,7,4,3,3,4,1,6,11,5,5,4,7,8,12,3,8,7,5,9,10,8,9,3,3,4,12,5,5,10,4,6,8,3,7,6
3,6,4,5,6,13,2,4,7,5,7,4,12,4,8,2,11,11,11,14,5,3,5,10,4,5,6,6,2,3,6,2,4,13,7,11,2,10,3,2,3,10,10,3,3,3,3,7,8,7
10,5,7,12,8,4,4,7,9,8,5,12,2,8,2,9,2,3,4,2,5,7,4,9,2,5,8,3,6,3,6,3,5,3,6,4,6,4,7,3,9,7,5,4,8,10,9,8,5,2
7,7,7,11,9,6,3,5,2,11,3,7,3,7,8,5,6,2,14,4,2,6,5,3,9,4,11,2,3,10,4,5,4,13,4,6,1,2,6,7,10,2,6,8,8,7,5,5,3,3
9,4,12,5,1,9,5,7,6,5,3,7,6,14,1,8,6,4,9,4,10,3,7,4,4,6,3,1,9,7,8,7,10,2,3,10,3,7,5,3,3,3,11,6,8,12,10,3,4,5
8,2,10,9,12,3,3,7,6,5,8,2,5,11,2,6,8,10,3,11,8,5,7,4,4,4,3,1,5,3,6,3,4,7,10,8,11,5,7,13,9,4,6,4,6,9,9,10,14,6
14,2,10,2,4,11,3,3,4,4,13,3,5,3,6,7,1,10,11,2,2,6,10,6,1,2,7,8,7,10,5,2,7,7,7,6,5,4,2,10,13,2,4,3,9,12,2,9,8,13
9,12,3,10,4,9,7,5,6,9,3,4,9,3,2,9,9,9,7,2,3,5,3,9,4,14,8,3,4,3,8,5,14,8,7,6,3,4,4,13,10,4,4,6,9,9,4,6,6,3
4,9,6,5,8,3,7,3,6,4,7,9,5,7,10,5,6,7,7,3,6,10,4,3,3,3,3,3,6,7,12,6,4,2,5,5,4,10,4,6,4,4,5,3,13,6,6,3,9,3
3,2,7,3,4,9,4,6,4,4,4,14,8,3,5,8,2,5,5,5,5,3,13,3,10,7,3,3,11,3,13,5,8,5,10,4,8,10,4,6,6,7,11,7,2,6,7,11,9,9
