5,8,6,8,4,5,2,6,7,4,7,11,2,2,6,6,11,12,3,10
6,5,6,6,2,5,5,6,5,3,4,3,14,8,4,9,4,3,4,4
5,5,5,3,3,7,13,3,3,4,4,5,6,9,7,9,7,10,3,6
5,5,9,6,15,2,6,4,14,3,2,2,4,10,7,5,5,2,2,2
2,4,4,6,8,7,3,11,4,6,3,4,2,8,7,4,8,3,8,12
2,3,7,8,2,3,3,2,10,3,4,12,7,8,5,6,3,5,10,5
11,3,4,12,11,5,4,2,3,8,2,10,2,8,5,4,4,4,8,8
8,14,10,2,10,7,3,14,1,12,8,5,5,3,4,13,6,5,13,9
5,3,4,5,7,9,12,7,5,6,3,9,7,10,4,3,4,11,5,6
7,3,2,4,3,9,6,5,5,3,3,9,11,5,6,2,3,5,6,7
13,8,4,5,11,5,2,12,13,3,7,6,10,7,4,10,6,4,7,7
6,10,2,2,4,4,2,9,2,9,4,1,10,4,5,5,13,4,6,5
8,3,4,4,5,5,10,10,3,2,6,4,11,3,9,11,13,11,7,2
6,8,8,10,4,7,5,5,9,4,8,11,4,3,5,5,8,2,8,3
7,4,8,3,4,9,7,7,4,5,4,2,4,8,2,4,2,5,4,6
2,5,11,6,8,4,8,6,7,7,3,3,5,4,11,14,7,3,4,6
8,10,9,4,2,11,10,4,8,11,13,2,6,13,8,9,13,7,4,5
6,8,5,2,7,3,2,5,2,5,10,5,7,5,10,7,3,6,4,2
6,3,2,13,6,5,8,3,2,8,5,3,7,13,9,4,5,6,11,7
8,2,3,4,5,3,8,6,3,14,5,3,5,12,12,5,6,4,8,6
