23,26,6,14,48,31,44,16,36,26
8,11,28,14,37,11,38,47,32,48
20,41,28,19,20,12,33,47,41,32
22,26,28,15,44,48,34,34,26,30
44,17,49,20,23,24,28,14,47,38
33,49,28,44,47,22,45,37,46,20
42,12,18,46,15,13,12,12,27,24
36,16,44,9,41,22,15,23,40,14
22,42,18,40,19,10,9,17,11,49
44,40,31,41,11,47,11,38,47,45
39,38,31,7,13,10,44,48,16,47
21,28,5,5,17,32,41,19,38,22
46,30,34,23,43,42,9,24,23,11
29,34,50,27,27,43,41,29,15,29
23,11,42,19,50,13,42,6,14,44
48,26,48,43,23,29,28,35,7,13
14,22,19,24,25,26,40,23,47,31
5,30,9,49,41,9,7,29,35,18
40,22,33,45,40,22,41,21,40,42
7,13,25,44,14,23,42,7,24,38
