29,12,37,19,46,31,36,43,49,27,32,21,12,19,48,26,12,32,19,17,46,36,40,14,29,32,24,43,49,46,40,45,43,25,38,18,48,38,28,49
26,38,15,39,37,46,13,34,38,40,17,29,22,50,40,47,36,50,27,35,38,33,19,26,20,37,34,25,16,16,11,36,47,22,17,39,40,20,11,47
37,47,43,17,49,38,12,18,31,37,11,42,47,11,36,22,16,26,30,27,32,49,12,42,40,21,42,47,40,15,40,47,11,25,47,13,46,20,27,19
34,24,41,28,43,21,39,33,42,31,11,44,13,31,23,10,12,20,27,22,41,32,27,11,41,33,33,48,33,44,33,48,34,13,30,49,18,47,43,19
35,40,12,44,10,44,44,22,42,39,32,21,38,19,23,47,34,37,42,18,29,44,47,42,29,44,22,50,18,35,14,38,31,36,25,32,31,13,23,12
20,31,29,40,17,48,44,25,41,48,44,29,19,35,16,27,11,41,47,46,38,38,36,36,43,12,46,11,44,22,50,16,36,19,32,43,20,22,48,26
25,20,49,13,35,28,12,41,12,17,23,32,24,23,20,36,48,44,14,47,21,37,23,20,40,22,24,44,27,46,46,41,36,49,25,12,34,39,45,33
19,27,17,43,12,26,23,11,31,21,17,46,25,25,26,19,28,40,22,19,37,30,23,27,40,27,11,13,20,41,35,42,32,39,23,46,26,12,21,30
38,39,14,10,35,20,22,24,34,30,42,17,26,24,21,22,36,26,42,39,10,27,18,29,36,17,50,12,46,32,18,19,38,45,34,25,33,21,16,13
36,45,49,19,22,43,49,21,28,15,37,43,40,42,11,29,47,36,25,24,25,12,16,40,22,16,22,42,31,43,33,31,33,32,25,47,14,44,48,16
34,44,21,18,32,14,14,14,33,42,32,25,30,46,36,26,14,47,15,23,45,42,47,29,18,17,48,40,12,18,19,37,39,26,48,47,36,11,27,22
48,43,36,37,24,31,12,27,13,16,39,48,34,11,46,23,30,29,14,21,42,33,17,26,20,48,13,29,12,44,30,15,11,24,13,29,12,19,45,19
15,25,28,20,27,42,43,20,18,48,27,13,16,42,14,11,47,34,34,39,25,31,14,24,13,45,40,49,14,18,20,23,45,42,45,40,35,37,46,47
24,21,12,17,49,25,22,36,13,22,20,48,10,39,15,28,28,49,11,34,39,42,49,28,20,11,19,43,43,38,15,24,38,46,37,36,12,20,28,16
36,40,23,14,47,31,30,32,34,22,46,22,26,37,10,13,37,45,29,40,39,38,43,23,19,15,43,41,46,32,16,48,41,20,12,30,13,28,40,26
31,27,37,27,19,14,36,24,35,47,24,11,42,36,27,39,49,20,22,49,49,18,50,45,23,48,13,35,30,48,47,44,47,25,46,41,27,28,34,11
19,23,44,29,34,12,45,12,33,22,22,31,40,34,46,15,27,10,12,27,47,26,18,12,17,46,12,41,32,14,44,45,41,24,49,44,40,14,25,33
18,29,29,22,42,45,42,31,37,17,39,33,31,47,28,14,14,32,44,12,30,14,21,49,40,23,31,44,44,18,29,14,17,28,17,45,45,27,43,29
48,40,42,37,31,43,43,49,30,31,33,44,10,25,31,46,49,42,16,16,47,29,44,45,16,12,45,49,10,12,41,27,21,39,34,24,48,38,34,50
35,39,33,29,24,27,21,30,43,38,10,41,41,40,42,13,28,44,21,20,43,46,47,49,47,41,46,20,25,40,33,12,31,40,45,20,24,38,28,50
