22,5,13,42,6,38,41,27,49,45,27,45,24,15,23,43,35,50,38,36,47,49,27,8,31,19,26,20,28,23
48,25,25,15,32,36,6,13,27,37,47,45,28,36,9,21,28,21,44,45,31,26,26,9,17,46,40,39,12,13
35,26,16,21,27,14,47,45,6,11,18,9,26,48,41,25,21,31,17,38,29,42,34,36,44,35,26,14,7,32
45,33,34,18,33,21,10,40,23,36,41,9,48,16,43,49,39,12,29,36,24,30,12,43,16,30,43,13,29,24
15,27,40,35,36,31,31,18,12,24,14,40,11,17,46,33,15,30,29,43,33,41,40,27,38,26,17,9,49,22
46,38,8,19,45,22,46,29,49,15,41,24,47,18,48,35,6,8,40,45,19,6,6,48,25,11,31,38,47,41
43,14,13,39,50,38,21,24,48,9,16,33,9,29,27,26,45,25,44,49,49,47,28,6,36,16,15,46,26,37
42,45,41,5,14,50,12,20,29,44,48,29,48,46,33,43,9,8,18,22,12,10,43,12,6,14,46,44,20,24
48,26,29,23,18,20,7,16,12,20,16,45,34,38,31,27,44,43,28,22,44,48,30,38,18,40,5,20,13,21
29,44,35,38,9,27,38,40,39,47,31,49,7,48,39,31,8,21,5,16,25,25,10,18,32,19,14,31,32,21
33,24,30,7,18,20,28,29,48,15,22,49,9,30,39,43,49,46,48,48,18,33,26,33,30,49,39,14,24,32
50,49,7,50,35,40,44,11,38,48,18,46,37,22,19,36,25,34,17,6,15,46,33,15,41,42,12,21,38,45
35,26,7,41,49,7,43,8,37,15,43,21,20,47,11,35,31,39,43,45,31,12,23,12,34,41,13,9,28,30
5,48,17,29,36,13,49,10,40,30,23,32,32,43,22,37,40,49,11,13,34,27,12,45,17,30,43,34,13,47
30,12,42,28,16,10,27,44,27,15,32,7,48,8,14,49,31,39,14,5,20,21,38,44,44,19,8,38,40,46
35,40,37,31,45,39,20,43,38,46,14,31,10,19,36,40,16,25,45,23,22,40,20,49,22,22,36,8,37,9
47,24,44,25,15,29,33,11,40,28,10,23,17,15,44,31,6,49,48,5,8,21,11,35,38,37,27,50,36,12
21,49,30,27,34,9,44,43,26,27,28,28,30,11,10,48,26,6,17,17,15,37,29,40,46,6,13,11,15,31
5,30,36,42,27,27,22,37,47,8,45,30,38,46,26,24,28,47,44,30,47,34,43,32,36,13,43,27,19,38
31,32,43,7,38,33,28,23,23,28,9,32,8,48,10,14,5,16,21,30,16,18,48,27,20,43,29,37,26,24
