8,3,4,6,13,5,14,2,7,2,7,7,6,4,6,4,4,7,5,2,9,14,2,4,8,2,3,2,6,4
4,9,6,3,8,4,8,7,7,12,2,5,3,13,3,4,5,1,2,7,1,4,4,4,12,11,2,8,4,5
12,11,9,9,4,7,6,2,3,6,5,12,11,7,12,7,10,5,6,5,2,6,10,7,6,2,2,5,6,6
10,5,4,2,4,6,7,11,5,7,11,8,6,4,3,7,4,8,3,4,2,6,4,2,2,4,11,9,10,4
11,9,10,3,4,4,7,12,4,11,7,4,3,6,3,10,7,10,11,1,11,5,4,1,4,8,8,12,6,5
12,13,8,7,9,5,3,6,6,10,5,3,6,6,4,2,5,5,7,11,6,3,13,4,7,14,8,7,5,9
5,5,9,5,11,8,7,6,3,7,3,12,6,5,7,7,8,5,5,6,4,4,2,6,5,10,10,8,5,6
13,13,7,8,5,8,3,4,4,5,11,4,6,6,3,4,2,3,10,5,10,7,7,12,2,6,6,8,5,7
8,9,6,3,6,6,10,11,4,5,2,10,3,8,7,2,5,7,3,5,4,5,8,10,5,12,4,4,5,9
12,4,6,11,7,4,2,9,6,5,12,3,7,2,4,1,6,6,7,5,5,3,9,2,5,6,3,6,9,3
4,4,3,7,2,3,4,5,3,14,7,10,5,3,13,6,9,4,5,10,4,7,6,6,5,5,12,3,5,7
6,3,9,8,6,3,8,4,2,12,6,7,7,14,2,6,7,8,12,10,1,8,2,7,4,11,1,5,5,6
9,4,4,11,3,13,10,12,12,6,11,11,3,2,6,5,8,6,4,9,4,4,14,7,9,13,5,5,8,6
5,4,8,5,3,3,2,9,6,7,5,4,7,8,6,9,2,2,4,3,5,6,8,5,3,4,2,6,8,10
6,12,4,11,5,9,3,5,5,6,9,2,6,4,3,4,3,4,5,4,10,8,8,2,12,2,8,9,3,6
5,5,3,5,6,3,9,4,11,10,5,10,7,2,6,4,4,11,1,3,7,5,6,3,3,7,4,5,4,10
2,7,8,7,12,6,2,4,8,5,9,4,3,12,9,8,5,6,8,7,6,8,6,6,4,12,4,5,9,3
6,5,11,5,7,12,3,9,3,6,6,1,11,3,5,7,12,3,11,7,7,6,6,3,8,4,4,8,5,5
2,3,13,3,5,6,5,9,4,5,3,10,5,2,3,6,5,5,6,3,4,6,5,4,5,13,7,3,4,4
5,4,4,3,4,6,9,8,12,7,5,2,3,5,12,4,9,5,7,9,4,2,10,6,6,3,11,10,10,3
