17,18,30,23,14,21,10,25,22,33
12,42,37,49,26,31,11,34,42,36
26,38,12,12,46,42,17,43,34,17
39,11,33,41,20,16,23,38,46,29
21,50,17,38,46,13,20,32,14,49
22,34,15,37,24,16,22,18,41,19
35,14,17,46,44,40,24,24,14,37
14,17,43,12,25,36,28,29,18,29
39,26,24,39,16,38,13,19,32,50
47,24,15,28,21,39,16,37,24,20
33,13,34,27,30,47,45,14,50,48
39,45,23,48,36,23,46,28,18,31
39,33,33,16,42,11,26,47,34,42
38,37,47,27,46,23,30,10,28,46
36,17,37,49,41,17,24,30,22,29
44,34,33,48,20,20,12,18,21,29
47,11,23,28,26,11,42,32,46,20
15,16,12,39,29,37,12,32,47,17
45,45,30,36,12,30,39,44,40,40
31,36,38,42,20,15,16,40,46,32
