40,43,11,19,21,31,25,10,12,15,27,37,33,42,17,37,35,31,43,21,23,26,35,21,16,38,35,40,39,37
16,12,32,13,15,37,25,41,12,25,37,33,19,34,43,42,12,41,22,47,30,30,19,41,32,37,21,27,29,29
31,13,17,48,23,24,31,41,16,28,20,17,38,45,35,48,20,15,45,27,24,39,45,14,14,42,33,22,48,33
18,10,15,11,17,46,12,44,23,47,48,45,24,29,14,11,43,15,17,50,39,29,47,31,11,47,46,33,29,24
45,14,29,32,44,42,18,50,25,38,35,21,45,23,45,22,15,28,13,20,46,25,21,32,48,48,17,20,24,18
39,31,15,48,25,35,16,18,44,49,22,12,38,31,19,45,46,36,30,42,19,14,33,21,11,47,49,14,36,38
36,44,33,26,41,49,48,45,25,48,30,25,37,23,36,13,28,46,48,26,12,29,48,11,27,21,36,46,47,12
23,46,50,36,42,22,22,32,17,13,40,21,13,39,35,30,41,26,39,11,35,46,28,44,43,27,45,14,16,42
47,46,22,35,30,39,16,23,43,20,31,12,50,21,19,35,13,27,46,21,36,40,38,19,48,33,41,19,41,23
24,31,28,46,45,40,44,10,19,35,26,49,42,39,48,21,20,34,33,30,26,14,37,16,20,10,27,12,14,18
