48,17,35,32,31,47,46,32,16,28,18,17,39,8,41,37,14,37,37,40,14,26,34,23,32,28,7,30,8,42,19,7,22,43,27,6,46,47,30,35,10,11,39,44,18,18,8,25,31,29,14,50,31,30,48,40,38,13,19,12,44,23,24,36,44,14,25,41,36,44,11,23,27,10,11,20,36,28,43,40,22,37,25,35,41,45,24,27,35,25,17,29,10,42,33,37,43,48,44,12,20,10,29,39,46,31,30,50,15,16,19,50,40,14,15,48,22,38,10,27,44,10,42,26,12,24,33,45,20,18,47,42,23,17,22,16,13,47,38,31,35,7,14,25,7,37,25,48,24,24,12,37,40,30,8,31,22,24,19,36,18,26,42,23,31,31,27,23,47,44,29,39,39,41,47,10,36,39,5,49,37,50,10,34,25,47,17,6,30,28,21,45,31,28,45,37,12,48,49,40,11,21,25,34,17,42,33,32,6,22,33,33,48,27,10,44,20,30,47,43,48,25,6,11,40,21,46,47,16,29,20,38,42,27,35,26,39,42,40,20,15,38,24,43,45,39,40,35,31,41,34,29,18,39,31,50,24,20,10,28,42,8,25,36,29,37,6,24,10,14,31,46,24,20,28,26,31,44,38,16,29,41,31,14,49,27,42,38,20,36,37,37,32,11,49,11,44,43,32,44,49,10,13,40,26,36,29,37,19,31,19,28,40,14,34,33,22,46,30,13,42,47,29,37,44,37,40,14,26,22,39,23,10,12,23,38,6,10,27,34,18,40,41,46,37,43,46,19,12,43,20,34,21,19,43,18,39,11,23,28,27,28,48,9,16,34,43,30,27,9,45,37,41,28,46,14,45,40,45,23,23,42,47,21,27,18,27,17,48,24,38,11,16,22,8,45,29,20,33,10
11,11,5,46,36,18,26,32,21,15,22,19,37,19,13,9,36,41,7,9,17,6,13,6,12,20,43,27,49,30,28,27,34,41,10,16,34,41,21,36,16,10,42,16,40,6,30,7,19,45,11,43,43,40,48,5,36,41,43,47,33,41,30,30,13,20,47,35,14,12,41,48,44,6,33,15,21,44,23,27,24,5,28,47,23,21,23,23,45,16,41,43,44,35,26,23,15,37,40,17,12,6,24,7,38,10,10,11,49,14,26,49,30,16,48,15,6,35,27,42,9,15,30,14,36,6,40,41,36,37,37,13,6,31,37,30,14,32,29,38,46,48,18,23,39,32,35,33,39,23,7,24,6,30,26,41,24,49,22,14,12,47,19,34,43,44,39,15,35,12,36,37,33,49,44,46,35,6,13,45,22,20,15,36,8,35,15,5,40,10,37,43,22,35,12,49,13,29,46,38,46,21,17,27,33,16,44,38,18,29,48,36,24,15,39,45,18,16,49,41,29,28,29,43,7,49,30,8,9,39,40,31,12,34,33,12,34,15,41,29,7,12,31,19,16,42,32,46,28,35,33,8,35,45,33,49,20,46,26,33,11,20,40,46,22,38,10,27,33,12,42,20,17,36,6,38,42,30,8,29,23,47,18,32,17,29,20,30,47,31,24,41,40,41,30,26,43,40,41,39,5,16,39,39,45,6,20,21,48,19,21,33,34,49,46,38,20,44,20,8,21,37,36,7,49,40,17,17,37,42,27,20,44,47,30,39,13,45,32,23,19,43,29,8,6,36,12,9,18,18,28,21,30,29,19,12,43,36,37,17,29,16,32,46,48,34,37,36,41,32,42,16,36,34,36,15,26,28,49,14,14,11,21,47,48,24,26,15,46,7,39,37,20,40,32,41,44,23,29,41
12,43,37,45,37,10,33,25,32,30,8,30,19,30,26,9,22,22,33,49,11,9,25,25,32,29,19,37,9,15,14,47,47,15,10,32,25,31,24,9,6,17,30,34,31,49,8,15,49,44,15,41,40,17,46,32,47,40,12,40,34,41,6,35,40,34,24,21,19,47,29,34,29,25,33,39,35,23,49,47,12,23,7,11,45,45,9,27,46,43,46,13,40,28,15,26,22,42,17,16,38,43,44,14,18,9,10,30,34,30,8,10,40,32,38,48,47,46,32,49,41,19,44,41,43,47,13,11,22,36,46,35,40,45,14,33,49,45,40,42,40,48,34,34,29,41,22,5,19,30,45,49,6,26,27,45,33,18,33,30,20,31,17,35,33,31,49,27,43,21,42,28,46,22,44,13,49,14,46,25,37,20,49,16,8,18,23,35,47,40,10,25,17,24,47,27,36,6,43,31,38,20,46,23,17,37,46,27,23,46,49,49,20,12,46,37,48,10,11,39,21,36,11,17,36,36,36,13,15,43,35,20,21,26,47,40,24,7,44,5,43,25,36,22,30,14,10,42,34,35,37,22,36,19,27,42,30,30,11,41,30,29,38,12,41,10,41,12,36,11,23,36,40,18,21,42,12,5,21,11,44,5,26,15,38,32,48,19,39,12,50,45,35,33,8,35,6,31,8,40,29,6,19,48,37,26,11,29,18,11,14,18,45,44,16,45,44,7,8,26,20,39,46,43,32,31,45,32,40,24,17,11,14,19,20,26,16,7,27,8,42,17,13,7,10,11,28,20,22,22,38,8,29,35,8,34,14,23,41,18,16,47,48,16,18,7,46,9,44,28,16,20,9,35,12,41,6,38,29,17,10,9,20,6,42,34,32,11,47,16,6,36,22,24,25,48,50,16,23,34
36,35,16,19,22,16,29,32,43,10,12,12,42,50,23,6,29,47,28,35,22,15,5,19,39,14,19,31,37,26,15,38,20,39,35,36,15,38,33,48,10,5,46,11,20,7,15,19,48,24,12,39,7,23,22,30,22,17,49,13,48,31,35,17,34,42,25,42,43,26,15,35,16,22,31,15,32,17,30,9,22,38,17,47,32,10,37,43,25,20,34,39,17,35,23,46,40,26,9,11,40,8,12,44,29,21,23,23,15,12,31,14,25,22,16,32,23,21,36,7,9,50,23,17,11,47,17,46,38,12,49,9,20,19,23,26,43,40,11,38,40,43,48,9,27,28,31,8,46,18,37,14,12,29,39,17,9,40,31,37,5,46,33,10,24,9,50,42,28,46,29,42,40,24,13,26,41,38,41,23,44,23,40,5,12,50,24,34,31,18,14,25,43,34,26,41,37,36,40,32,23,48,13,22,16,47,7,30,8,37,27,39,15,46,22,11,31,19,17,37,12,30,18,19,49,28,21,39,8,36,37,23,28,17,45,32,13,24,22,7,22,34,46,47,29,21,49,47,30,11,18,40,15,10,32,26,29,29,11,37,18,32,37,9,40,31,6,7,15,9,12,32,34,35,20,43,25,33,11,43,21,15,21,42,9,25,25,33,9,23,26,31,30,22,28,39,6,10,21,46,18,17,5,7,41,50,21,33,35,13,31,32,30,15,42,20,35,30,39,50,21,6,39,13,48,11,12,44,15,20,28,11,46,32,41,20,10,41,39,10,50,17,11,10,45,33,30,37,31,45,24,34,31,29,39,18,16,46,20,23,41,41,34,31,12,45,11,15,18,17,20,41,6,13,25,46,10,27,23,35,17,25,38,22,6,40,36,43,20,40,30,30,23,22,40,39,48,14,42,25
9,49,25,31,50,42,35,15,26,33,10,35,45,14,35,6,29,26,24,28,21,29,39,50,43,29,26,13,43,23,18,19,34,43,36,38,21,39,16,27,46,15,35,36,26,10,35,10,29,44,14,24,30,46,13,29,33,23,49,36,47,6,31,37,44,50,27,8,47,48,38,47,12,40,47,43,36,18,37,27,11,34,28,43,39,32,8,44,25,42,20,16,10,26,6,6,37,6,20,32,43,36,18,43,30,41,44,24,7,8,7,24,48,48,19,37,26,17,32,47,9,18,43,6,37,24,35,43,13,38,27,30,8,23,9,45,36,44,38,30,26,18,36,40,7,49,33,42,26,11,38,18,17,7,33,41,39,15,31,13,21,13,26,41,15,39,39,25,5,29,15,36,40,9,38,22,41,14,40,47,30,34,18,20,12,16,23,33,42,36,25,6,24,15,23,47,45,12,27,25,6,10,34,18,22,48,13,45,28,42,24,22,11,18,11,39,6,20,45,24,10,22,24,15,21,36,8,24,47,34,5,28,45,27,28,12,7,22,35,49,21,41,46,26,38,40,30,15,46,6,48,37,42,13,41,47,27,27,12,48,32,49,22,13,44,26,18,31,19,9,23,7,50,7,38,9,18,6,48,23,16,28,43,7,10,18,20,26,44,11,10,13,49,36,48,18,18,20,14,43,18,27,15,16,42,5,5,44,17,8,5,49,22,14,37,25,30,37,21,19,20,39,26,32,49,28,5,21,22,42,46,18,38,11,16,45,48,24,22,23,6,5,36,25,29,37,25,11,26,16,30,35,37,7,14,17,38,33,38,24,25,10,24,41,25,10,16,39,30,34,7,36,20,31,21,22,46,31,18,46,23,18,8,34,21,23,36,39,45,42,7,45,20,40,18,7,24,42,19,39
47,26,32,26,37,12,27,32,16,42,17,12,38,26,37,33,9,16,13,23,6,21,26,7,44,5,21,22,48,10,42,16,16,41,26,42,50,10,48,6,47,48,26,22,47,13,43,40,27,33,12,29,9,20,50,9,46,44,17,29,12,20,49,10,22,23,21,22,14,16,42,44,7,47,10,44,42,33,34,11,26,30,37,21,48,24,41,8,37,49,26,45,47,18,21,49,13,7,10,37,14,46,12,48,42,30,14,26,34,15,26,37,36,10,16,24,33,27,32,44,14,21,42,27,5,37,30,32,15,42,25,30,25,43,19,20,48,21,28,29,6,37,35,9,45,39,36,33,41,15,19,21,18,16,22,28,12,33,42,37,46,48,45,22,34,15,27,6,14,23,33,35,36,38,11,50,42,21,33,25,22,9,49,25,48,25,46,25,43,35,16,11,28,21,38,29,7,11,39,37,13,44,17,22,44,9,21,7,45,30,8,41,22,42,12,9,13,36,13,30,45,34,20,18,19,45,17,42,7,33,9,46,45,26,37,19,11,41,23,29,46,32,25,31,28,40,48,36,31,33,47,15,18,50,34,46,36,16,38,10,13,39,8,47,6,38,34,27,41,19,33,7,13,18,16,32,32,21,29,22,7,14,15,49,44,50,38,24,6,19,9,10,47,14,36,16,35,16,24,16,36,26,28,35,45,17,20,38,39,20,21,46,44,14,42,12,24,9,41,10,36,33,15,12,27,24,11,49,48,11,15,42,40,34,35,24,18,23,40,10,45,21,27,34,34,36,32,21,38,7,48,14,29,17,26,42,12,22,26,46,17,29,28,23,6,6,11,21,8,16,39,44,17,26,8,24,5,8,9,39,8,44,16,6,49,22,6,7,20,50,7,7,29,26,47,49,30,42,34,32
29,45,22,41,35,9,31,27,45,43,23,19,12,40,17,41,34,13,7,27,24,21,37,41,34,33,18,43,10,29,32,20,8,29,30,7,12,11,46,44,26,25,44,23,8,24,27,12,38,26,44,20,19,18,9,10,15,42,11,34,6,31,15,19,38,40,28,12,43,19,15,18,9,12,44,8,9,33,18,40,10,35,7,50,23,48,33,45,10,30,18,17,38,31,24,7,48,29,45,32,36,38,12,17,46,23,18,24,13,37,22,44,39,46,18,5,24,50,37,14,20,30,15,49,41,19,8,32,49,36,43,50,30,27,40,29,22,16,22,35,34,37,49,29,31,36,41,29,16,46,15,46,37,29,15,15,48,49,33,25,37,26,13,38,19,33,13,48,13,48,6,35,35,12,32,26,34,19,39,31,22,27,7,12,12,45,45,41,50,44,15,23,48,22,42,11,20,44,17,26,12,19,27,19,47,34,40,43,32,24,45,25,18,17,7,6,31,30,6,21,17,14,31,40,31,21,36,46,38,38,41,45,9,18,22,31,47,10,33,21,30,43,34,27,44,43,19,44,18,15,29,38,11,34,11,12,40,36,41,14,35,47,17,11,13,19,7,11,48,22,14,5,8,47,32,46,38,22,39,29,24,10,24,29,26,11,48,36,47,6,14,25,5,31,18,29,41,30,33,21,49,48,33,40,34,10,13,47,50,18,10,21,37,14,12,21,20,37,13,13,21,45,12,17,39,36,6,37,29,27,30,31,32,27,34,43,21,16,50,10,49,6,37,45,32,42,14,36,31,45,36,33,21,15,14,30,34,47,25,21,9,43,6,16,42,11,20,36,11,35,32,42,40,16,36,41,47,42,49,24,21,44,9,35,47,34,32,37,35,35,36,30,38,7,48,6,42,19,36,43
47,8,40,43,25,41,10,23,21,25,11,16,8,17,34,36,23,36,36,20,15,22,28,32,16,40,20,5,13,34,30,41,23,35,39,21,45,46,41,26,33,18,44,22,31,29,25,46,15,16,43,35,12,6,23,14,35,15,21,8,49,47,22,6,48,43,5,19,16,7,49,38,50,47,38,14,41,29,10,13,40,24,23,47,31,24,22,17,43,8,7,6,50,42,14,15,6,23,30,15,18,44,16,16,38,18,14,15,22,29,48,38,23,39,41,15,37,48,43,14,34,9,43,26,46,22,44,43,49,5,8,30,33,18,19,17,46,31,12,9,21,43,43,19,9,8,22,27,27,45,49,23,6,23,32,18,29,26,43,21,17,22,34,23,44,16,21,27,7,23,11,33,12,39,7,36,29,9,35,34,36,18,23,35,38,7,9,9,25,8,19,29,34,7,16,7,8,43,17,16,49,47,31,36,33,35,12,34,8,36,42,41,41,34,47,43,23,39,40,7,44,10,22,13,6,47,6,20,18,34,8,15,36,16,24,12,22,29,23,33,6,15,42,29,12,33,14,38,43,48,6,26,11,50,20,50,22,8,26,19,20,25,6,35,26,37,15,8,43,31,45,44,44,11,33,37,46,7,18,8,48,14,49,24,39,21,47,42,27,47,40,30,16,36,49,33,41,37,33,23,7,14,36,23,24,23,9,36,23,43,31,20,14,45,26,39,30,46,43,12,21,32,44,34,13,47,35,49,40,44,48,40,47,18,49,36,27,13,35,8,20,39,46,33,7,37,16,38,14,29,20,48,23,11,39,40,35,27,48,7,20,10,45,8,35,25,45,24,46,18,23,31,19,13,39,44,43,38,28,8,32,39,27,11,50,49,46,25,24,20,35,41,16,32,40,26,43,31,36,15
48,9,50,44,47,44,41,16,7,29,37,25,49,27,25,50,45,35,24,6,11,10,16,24,47,24,30,46,41,19,32,21,40,10,8,39,38,18,13,45,31,30,7,31,43,40,28,18,11,23,19,26,31,22,50,36,10,10,24,11,31,36,25,42,37,30,30,45,16,36,22,8,22,17,9,42,13,6,16,24,42,45,47,9,46,31,23,44,38,30,15,9,10,30,39,27,29,35,18,27,25,33,14,13,11,42,20,24,38,45,48,19,48,20,14,17,12,40,39,23,40,35,11,23,21,7,27,22,48,46,29,41,39,36,19,18,21,15,26,37,44,34,29,32,49,13,41,28,47,36,43,9,31,48,48,38,20,37,49,10,17,28,14,26,48,34,45,38,44,35,33,34,18,23,12,35,29,18,24,46,26,46,25,9,13,46,44,45,45,21,39,28,31,7,14,32,30,48,10,13,32,39,25,43,40,28,14,27,5,44,43,9,36,6,28,30,43,10,39,36,21,8,12,27,46,27,31,15,16,30,45,46,35,21,26,29,9,43,24,13,48,11,13,40,46,42,25,32,21,39,15,42,36,50,16,40,25,42,8,19,26,26,45,13,11,29,8,25,26,26,27,21,13,30,32,5,19,14,37,39,16,10,29,13,38,23,28,23,7,9,42,44,9,43,16,49,6,45,44,41,29,16,17,17,27,48,44,31,48,8,10,8,20,24,12,18,7,10,16,40,33,22,25,38,23,11,16,40,49,23,29,25,34,8,12,19,43,19,39,38,30,31,21,34,28,37,21,29,49,26,27,7,15,32,20,24,35,19,38,35,35,32,34,26,49,19,42,5,32,34,14,21,10,30,15,33,43,43,42,28,22,38,6,11,8,19,32,44,11,38,16,25,48,10,28,22,14,22,28,11
19,22,44,25,32,40,21,10,17,36,22,23,44,23,26,47,40,34,8,16,14,44,9,32,28,10,7,39,40,44,12,36,39,6,45,24,45,46,24,15,30,24,47,42,18,23,23,13,35,47,20,26,17,16,31,7,31,6,9,30,11,7,27,23,15,22,38,6,36,9,39,36,14,16,19,42,30,35,23,15,44,37,36,6,6,50,15,39,11,37,42,31,34,7,10,17,11,46,22,37,13,7,20,27,6,24,27,28,35,25,21,18,39,10,8,28,29,41,13,42,8,19,22,6,42,12,29,30,21,17,5,29,39,38,33,47,25,38,42,20,29,14,29,42,28,50,34,42,20,48,23,18,5,38,26,23,36,6,25,12,42,36,14,27,28,20,23,11,21,44,21,47,36,38,29,31,25,41,26,7,43,38,16,34,48,22,8,44,7,34,5,39,44,7,9,9,35,19,33,28,46,24,23,31,37,32,43,49,41,49,17,26,45,32,48,33,50,38,5,43,45,47,12,14,22,29,6,40,48,9,45,29,38,16,9,31,19,16,32,31,34,44,41,35,10,41,33,48,50,43,20,40,28,28,42,12,42,42,24,27,40,26,50,12,31,42,6,47,20,13,31,20,8,9,34,29,29,15,46,30,24,45,12,14,33,43,21,10,37,16,41,17,35,7,15,32,6,10,19,15,22,45,12,23,42,31,23,25,32,28,24,14,46,35,32,31,11,48,19,9,11,16,24,14,29,32,20,16,6,39,33,27,33,34,31,14,30,46,29,45,17,41,41,8,29,17,39,14,24,21,34,41,44,32,22,13,36,49,11,8,46,27,8,15,41,21,45,23,26,29,49,6,50,22,18,8,18,48,20,10,19,6,19,7,39,15,15,48,11,33,8,17,40,16,16,23,40,48,13,7
