37,25,49,14,17,35,30,32,40,32,26,20,11,31,11,49,19,45,17,36,28,32,45,23,28,33,25,16,18,22,40,44,24,40,20,34,27,29,26,32,48,27,14,47,40,31,12,32,36,23,21,45,46,28,28,45,31,36,11,20,32,12,31,32,13,42,19,36,13,17,29,29,19,28,43,14,42,17,22,30,20,46,10,31,44,10,33,30,47,21,38,16,35,31,10,24,48,20,26,25
45,45,28,17,38,21,34,38,39,12,20,38,14,38,20,13,16,45,46,25,25,26,12,26,30,22,19,19,37,21,39,49,19,11,47,42,48,40,41,20,26,23,46,34,27,43,23,49,34,31,12,45,16,35,46,39,11,38,48,47,45,27,17,36,12,11,28,50,30,17,43,27,40,26,37,29,31,39,48,29,22,23,50,20,48,35,36,24,31,40,44,10,14,46,45,26,40,13,43,48
44,49,39,16,37,20,44,15,25,34,39,41,30,11,37,47,15,35,47,21,14,21,35,24,15,36,40,41,40,22,42,13,30,44,28,21,41,49,49,23,22,22,38,43,26,19,23,19,37,17,24,39,36,44,10,32,17,30,36,43,47,42,28,18,18,13,46,47,37,44,19,49,27,17,29,48,10,26,38,31,37,24,36,42,46,26,21,32,35,41,46,25,40,10,47,38,15,21,10,43
49,44,30,37,30,44,37,18,43,44,29,35,42,37,14,22,45,29,40,17,16,40,23,25,25,27,31,33,27,47,20,33,37,40,32,27,34,38,14,37,17,42,26,33,42,26,13,42,46,39,11,41,24,23,17,41,21,31,39,36,34,16,39,40,13,44,18,48,12,37,34,50,23,33,32,48,13,21,50,39,34,43,47,46,38,26,32,35,38,25,16,49,12,21,35,22,36,41,22,20
29,40,29,21,40,47,40,18,25,31,18,45,27,29,19,10,22,40,17,35,42,13,14,24,21,45,21,17,34,47,35,35,28,14,48,17,24,19,37,41,37,38,18,36,40,28,40,37,25,11,17,14,19,11,21,30,18,17,13,23,37,36,43,15,21,11,29,31,18,45,33,21,23,22,26,36,26,20,38,42,22,48,12,35,20,17,18,13,31,48,34,47,42,27,17,28,18,14,42,16
17,17,21,26,47,20,34,30,18,43,30,22,28,14,19,50,40,19,33,16,39,45,33,13,26,47,35,48,46,16,38,23,22,36,29,22,14,25,30,41,50,22,30,48,31,45,18,38,31,46,39,48,23,48,31,13,20,38,14,46,34,41,23,37,38,31,28,43,33,24,45,19,10,45,43,19,23,30,12,45,36,17,25,11,13,40,46,33,45,26,25,43,23,38,33,38,19,15,16,31
18,16,15,11,27,39,25,14,15,28,19,36,49,25,24,49,26,25,13,27,34,45,17,21,14,23,43,39,47,15,46,28,35,26,44,11,48,20,29,26,20,47,10,43,17,45,28,49,28,46,19,23,23,49,44,18,13,45,31,46,47,20,14,43,42,33,39,14,19,39,27,37,28,48,13,37,34,18,48,13,12,30,35,44,41,39,36,19,14,30,17,19,41,43,37,17,23,12,34,31
41,44,22,10,14,36,21,34,36,15,29,25,18,18,43,33,15,45,11,13,18,43,32,32,14,18,25,20,46,33,46,50,19,14,21,28,30,35,49,22,40,34,44,10,39,11,43,37,50,22,22,13,36,18,39,33,11,15,49,23,44,46,30,39,19,16,34,15,31,50,23,13,40,20,40,20,31,38,22,22,27,12,44,25,48,32,28,25,21,40,22,49,41,22,32,48,32,45,14,24
26,27,33,44,28,45,20,37,17,17,30,29,49,46,44,46,17,49,33,15,18,13,47,48,36,19,45,21,43,48,28,13,17,30,31,13,48,22,19,41,25,48,21,22,30,40,46,17,25,47,22,40,48,40,14,28,45,18,47,13,28,37,44,48,46,36,27,49,11,47,11,42,32,28,14,34,35,19,33,21,31,13,44,36,15,41,29,49,49,14,18,13,17,21,30,49,43,32,28,19
48,35,33,39,22,15,22,21,23,17,30,19,12,41,35,41,40,25,26,39,37,31,44,31,30,37,43,46,40,21,25,43,37,34,27,28,17,42,34,42,46,10,13,48,36,30,39,40,43,19,50,39,43,46,29,19,50,18,46,24,18,40,22,16,30,33,26,27,14,11,49,15,46,11,36,27,43,46,15,21,35,37,43,18,40,34,31,50,28,23,42,19,25,24,20,32,14,35,15,12
38,31,27,41,22,37,38,27,48,23,22,17,30,27,30,15,27,17,39,36,27,44,19,42,26,22,11,21,35,10,19,42,19,32,26,45,13,33,25,40,43,13,27,13,32,18,45,32,14,33,24,43,22,29,27,28,19,38,36,20,40,32,16,36,30,38,45,35,42,20,39,44,46,22,42,27,44,43,49,28,40,24,15,43,22,25,15,39,45,49,43,47,38,23,31,44,42,30,42,31
27,13,31,25,43,18,42,22,25,32,37,47,21,21,40,39,19,42,48,28,47,47,47,47,34,49,14,16,24,14,46,36,40,35,30,38,46,31,21,14,29,15,50,15,30,31,14,49,13,28,44,23,41,42,48,35,33,35,39,27,41,10,44,42,28,39,10,38,37,31,50,32,35,33,25,30,33,11,22,19,39,18,13,10,23,21,33,12,37,32,49,11,23,18,31,30,14,40,49,21
