18,28,35,33,24,18,43,41,41,24,19,46,29,20,37,32,49,50,33,10,22,19,25,15,35,14,19,28,25,35,37,41,39,21,44,23,16,45,44,13,23,13,17,41,45,43,46,19,40,16,35,28,15,50,18,11,19,46,13,32,46,46,13,45,35,28,10,37,48,32,18,20,44,14,42,11,39,19,15,44,28,24,29,28,45,28,35,34,46,20,28,42,18,44,22,47,43,28,34,21
17,27,33,39,34,47,18,40,25,44,48,34,37,47,16,20,18,44,35,20,13,48,40,12,49,28,26,23,14,34,19,15,30,36,12,17,44,35,19,40,50,22,14,19,49,46,42,35,35,40,26,32,16,39,33,25,12,11,25,32,20,32,44,14,23,20,11,42,38,37,47,42,50,34,20,30,47,34,29,26,18,18,20,47,22,23,46,21,41,31,45,22,16,49,28,33,34,15,41,26
40,14,46,20,26,17,41,30,20,46,33,23,14,14,16,42,48,12,42,22,47,36,14,44,16,47,39,13,11,21,12,36,13,27,21,42,36,14,42,24,29,27,43,39,20,39,26,43,31,20,37,29,26,27,33,30,23,26,12,16,23,48,24,34,43,29,15,39,38,13,44,49,12,20,30,21,11,24,42,44,19,29,42,27,35,37,45,23,39,11,28,15,14,32,31,21,28,13,19,30
43,28,23,50,45,27,22,29,23,37,29,37,49,11,25,12,22,24,49,33,16,17,22,37,29,17,17,22,30,45,32,29,31,50,21,23,48,10,38,11,29,36,38,20,27,46,29,23,44,15,14,29,34,36,10,47,17,11,11,33,47,28,44,12,18,41,28,19,19,12,13,18,27,40,46,27,49,31,13,29,16,12,38,22,49,38,34,14,41,19,41,37,28,19,22,37,17,27,26,10
45,44,10,21,24,42,19,14,37,35,15,35,29,12,49,14,31,32,20,48,29,24,30,50,13,16,19,28,40,21,49,27,32,15,37,24,20,30,18,14,46,21,34,28,10,11,40,19,33,38,38,43,11,46,22,23,47,37,42,31,36,23,18,37,24,31,27,18,14,26,28,42,48,23,12,28,11,35,30,28,50,23,30,39,28,50,15,13,27,15,20,21,49,18,44,48,49,42,32,25
13,31,20,18,48,49,49,10,47,43,42,37,15,36,11,17,49,39,44,20,27,28,42,48,21,48,35,29,46,25,49,28,16,22,21,18,22,44,31,38,22,13,25,48,37,37,50,30,13,27,24,39,21,21,46,44,17,45,37,33,32,21,28,32,38,35,38,11,50,16,31,42,26,10,22,48,19,25,18,15,11,11,25,48,41,48,23,29,33,38,41,25,36,25,28,49,25,31,35,45
18,18,14,19,47,25,48,48,17,32,45,47,19,11,42,34,16,39,15,35,44,11,29,33,20,31,11,10,49,37,42,27,29,22,24,27,22,37,50,11,17,13,47,43,38,43,32,30,35,29,47,41,46,18,22,15,10,22,37,35,13,47,44,22,22,15,34,45,26,42,22,13,45,23,29,14,28,19,46,31,43,35,46,37,31,22,21,16,31,19,18,30,36,12,14,14,25,22,21,47
41,23,23,43,24,30,30,49,48,11,10,13,34,22,31,11,11,13,22,37,23,29,17,17,31,18,41,15,33,22,24,41,21,27,49,12,34,49,29,48,32,39,36,48,19,20,27,30,36,12,13,48,45,46,19,15,18,20,18,48,24,13,13,18,17,34,46,37,45,14,39,43,37,27,44,22,13,44,23,13,42,28,40,47,29,13,43,11,24,20,36,28,45,19,30,20,40,42,41,39
45,44,37,12,22,46,20,37,42,30,27,33,38,29,14,15,23,41,14,18,19,18,21,26,31,18,48,42,49,12,21,28,45,19,10,20,15,10,40,19,17,14,15,28,44,18,39,15,15,39,14,25,27,20,30,19,30,21,46,22,28,43,13,33,18,45,27,24,13,13,32,20,12,25,23,50,32,48,23,27,33,12,37,20,28,47,32,21,12,21,11,16,22,22,22,19,20,47,48,44
49,21,24,30,23,36,22,47,18,47,24,47,21,27,45,28,26,17,41,13,47,11,31,16,41,19,31,40,20,13,45,22,26,11,19,14,33,25,23,12,42,14,32,39,43,18,20,22,38,35,24,12,11,12,33,35,17,23,30,22,28,45,14,18,16,48,41,27,44,34,17,37,16,18,47,14,32,18,44,29,21,27,44,26,29,35,20,26,44,17,17,35,37,30,14,18,17,25,27,34
