9,28,11,18,14,33,37,21,7,40,23,44,13,41,50,16,33,13,5,49,49,25,6,26,50,16,40,48,30,22,50,17,17,24,44,36,16,29,31,45,14,15,43,27,16,42,21,41,31,24,14,26,10,20,42,8,33,28,33,10,24,12,36,45,9,29,39,7,41,38,19,33,16,22,45,43,15,45,49,46,33,13,11,19,17,47,47,22,30,19,19,35,26,12,12,6,40,26,47,11
19,30,37,34,40,14,10,17,46,12,36,11,19,38,48,41,32,37,47,16,39,31,28,23,23,27,48,47,49,39,9,15,37,10,37,31,35,39,19,40,28,35,30,49,42,32,18,43,26,25,16,38,18,9,25,48,22,26,43,33,50,35,30,44,7,9,31,23,31,47,45,28,39,46,32,45,17,43,33,9,43,20,44,10,29,15,36,33,42,34,16,24,36,40,39,33,39,40,25,32
24,33,47,40,45,42,38,22,26,48,30,8,47,8,28,41,45,43,11,34,31,30,13,10,28,27,16,34,15,24,33,34,33,6,16,46,16,43,22,26,16,29,17,49,43,37,45,39,12,47,40,37,47,22,22,13,13,12,16,24,11,28,30,21,43,22,12,33,49,26,13,39,6,22,48,10,14,44,48,25,26,40,27,39,48,44,9,33,49,33,22,39,26,48,31,44,37,46,21,45
19,35,26,20,20,11,27,22,24,39,48,8,23,29,31,16,16,22,34,32,7,15,26,18,14,48,20,34,26,14,37,18,50,40,21,47,49,19,21,41,38,37,9,15,36,34,17,9,20,44,22,15,39,20,16,26,26,31,46,25,35,41,34,38,42,16,40,9,41,14,37,30,18,49,15,38,29,48,22,27,28,26,5,7,48,44,23,9,16,35,44,39,35,44,43,9,21,33,7,32
34,11,46,7,32,19,31,5,22,37,23,27,17,11,37,35,12,19,19,39,38,9,33,21,20,7,48,26,38,14,47,44,27,43,20,38,26,36,47,34,38,28,39,15,14,9,33,7,6,32,29,17,8,46,14,6,46,17,34,44,36,30,7,9,45,38,47,39,30,18,48,34,30,40,25,20,24,34,23,15,32,19,25,25,32,43,14,40,32,14,12,45,11,26,37,23,6,8,43,12
44,6,42,32,11,15,5,18,37,23,35,13,28,8,38,41,22,21,26,45,29,15,11,34,21,9,30,15,49,44,7,33,7,28,28,38,15,46,24,35,5,13,25,41,27,29,22,47,29,20,17,34,6,43,42,25,45,20,35,6,29,45,49,37,40,42,22,11,19,16,41,5,27,28,8,15,7,22,32,43,41,38,15,38,34,49,42,31,18,21,7,7,27,47,42,10,40,16,46,32
21,7,41,47,19,34,29,5,23,39,42,41,23,29,20,15,26,25,20,50,44,37,39,29,31,15,5,16,8,47,21,39,45,20,21,20,18,13,49,32,17,19,10,48,11,15,37,49,37,17,26,5,37,13,10,44,7,16,29,28,24,41,29,11,13,44,33,28,47,48,20,47,40,45,22,9,22,28,31,6,45,19,39,31,33,9,32,5,41,16,43,24,39,40,37,26,37,20,36,39
12,42,38,6,44,19,17,32,26,34,26,31,10,36,5,11,6,40,19,25,10,7,13,48,37,38,7,33,32,23,9,49,40,5,38,11,41,38,12,45,47,32,12,9,7,7,28,10,11,15,24,21,26,11,34,18,9,39,15,37,44,7,42,14,47,31,49,46,28,13,22,44,48,17,50,47,43,10,41,9,37,39,49,39,46,30,6,5,8,35,24,36,10,36,18,20,41,38,41,30
14,14,16,17,29,7,47,27,32,40,29,16,7,29,6,27,8,35,42,45,41,43,19,24,35,31,32,45,30,7,24,48,25,38,25,21,19,34,14,49,8,46,43,25,36,39,16,46,7,35,47,27,50,42,29,10,7,29,21,27,38,50,10,44,8,35,15,14,36,11,44,25,26,8,20,13,38,23,35,38,20,11,16,36,12,13,37,11,14,35,19,12,47,39,45,47,9,43,35,28
13,35,13,40,27,8,7,5,21,41,8,25,19,22,34,28,37,41,18,41,44,6,16,46,39,43,43,48,44,19,44,5,31,47,23,18,42,24,10,37,34,37,7,26,8,39,20,7,11,44,44,37,42,25,7,43,9,34,17,45,46,46,39,47,35,15,37,45,20,32,27,27,45,13,49,9,8,36,32,47,45,23,41,16,46,8,48,48,39,44,47,28,19,35,19,18,23,7,25,35
39,7,10,35,32,37,23,40,7,21,46,27,27,35,42,25,45,45,9,14,15,18,5,39,14,9,39,6,37,23,40,24,21,11,20,9,33,24,14,34,19,15,47,50,43,20,25,24,30,9,38,33,43,38,49,37,32,26,9,18,30,12,13,5,31,48,18,22,26,20,9,30,25,9,6,20,39,44,30,14,34,46,20,38,42,36,12,24,37,41,15,20,35,45,6,41,46,31,11,18
8,43,18,22,30,20,32,41,39,24,42,34,46,10,48,31,20,29,40,17,31,20,49,45,40,13,36,42,46,45,11,27,6,11,13,6,31,18,13,35,23,31,47,15,28,50,8,18,6,30,45,45,47,29,45,23,9,37,30,26,49,10,43,35,22,30,32,47,12,15,42,36,36,35,31,48,17,21,16,36,7,32,35,12,37,7,39,13,32,21,19,8,14,40,12,27,18,10,28,6
18,41,10,34,6,30,41,42,18,14,25,29,43,16,27,25,10,45,12,38,39,7,47,11,41,31,33,46,14,25,12,42,24,19,26,47,26,46,19,9,47,5,22,29,25,46,37,38,29,8,25,21,17,10,46,32,10,15,36,35,45,41,13,15,21,16,15,23,21,42,15,9,25,8,48,12,14,13,36,39,42,31,27,26,36,49,23,47,42,14,31,12,26,46,34,44,20,27,44,30
47,44,25,41,44,31,40,17,11,6,14,8,25,24,13,13,44,35,32,18,18,28,15,37,38,38,50,32,28,12,12,39,15,44,44,12,5,12,30,31,5,5,12,36,48,7,50,33,5,35,30,48,50,31,33,37,48,32,50,39,23,50,12,39,30,33,28,17,10,10,25,46,16,29,18,28,24,49,27,12,47,46,6,17,31,16,32,22,44,41,6,9,38,44,31,27,27,10,33,11
