43,42,5,32,41,21,20,11,19,20,28,6,31,45,48,42,44,19,10,28,36,9,25,35,25,48,49,20,42,37,19,44,13,38,29,8,6,22,47,15,36,9,35,22,50,10,6,10,47,33,9,39,40,22,20,12,34,46,34,43,42,38,42,11,47,27,47,44,42,14,33,44,6,27,44,8,26,48,25,34,29,31,22,21,6,10,19,14,6,18,13,41,37,31,30,17,36,8,21,49
48,20,31,24,48,30,48,28,7,50,19,41,11,30,10,15,17,28,16,23,24,10,15,49,6,6,41,40,8,21,17,21,29,28,30,46,27,7,10,15,29,45,47,29,15,37,7,48,19,41,6,11,40,26,42,27,6,48,45,42,6,15,17,9,46,8,17,13,26,37,46,19,9,10,38,48,17,6,37,28,7,22,31,36,23,5,19,15,42,23,28,8,34,31,13,25,12,27,20,27
28,23,5,34,33,21,8,42,40,40,10,15,19,38,33,34,40,15,29,9,8,23,37,22,42,47,34,9,16,33,45,15,37,13,39,17,13,30,16,9,32,23,17,11,25,6,22,18,21,44,6,32,9,16,11,10,12,41,38,45,45,41,28,48,23,12,18,30,29,25,24,20,28,23,49,40,43,43,43,48,43,21,15,39,13,21,24,27,18,36,35,14,45,36,31,21,21,49,27,9
48,36,19,44,42,6,8,22,37,9,41,14,12,34,43,8,31,43,27,10,19,49,47,37,24,46,44,46,37,10,35,34,34,9,43,12,21,31,7,20,23,46,22,33,49,35,9,25,17,12,42,47,41,46,49,28,33,31,40,25,13,26,28,49,7,46,46,49,36,45,10,44,30,8,16,14,48,22,13,13,28,10,30,22,17,49,46,36,39,28,6,44,24,12,45,39,31,24,46,48
37,43,14,29,25,14,29,5,30,19,5,16,43,37,41,28,47,7,11,7,26,50,33,7,21,18,36,35,44,16,43,5,43,17,6,34,20,38,14,42,35,34,45,34,37,42,5,19,42,42,28,41,25,8,32,20,15,36,15,45,50,21,8,25,12,13,15,46,30,37,18,41,42,20,44,11,16,49,26,27,34,34,46,22,21,25,21,22,7,18,42,43,26,12,13,31,12,44,37,47
15,31,37,39,13,36,25,36,12,40,49,39,24,35,23,45,47,33,45,12,6,31,26,6,31,13,30,47,48,33,45,50,24,10,18,34,27,44,35,46,28,42,26,48,12,31,45,47,27,36,25,9,17,25,27,7,12,23,38,33,43,29,41,37,24,42,13,49,37,10,10,25,45,23,47,26,23,30,29,37,48,29,27,25,45,16,35,44,11,35,38,19,22,33,7,21,40,45,31,35
33,19,17,33,45,13,19,7,19,33,30,36,35,28,45,40,13,9,5,39,13,46,40,33,38,9,8,49,31,16,44,42,25,6,41,14,25,29,48,44,14,32,31,10,6,30,49,33,6,39,23,11,14,22,37,41,33,12,32,6,20,17,37,30,26,48,16,35,36,38,35,10,46,42,34,18,37,27,5,49,17,18,49,29,49,11,22,36,26,43,11,6,30,29,38,17,49,32,39,35
35,7,47,18,45,34,41,23,19,27,26,6,48,13,40,9,18,15,41,8,40,15,13,21,20,20,19,43,40,15,48,7,9,22,34,50,11,31,36,12,39,48,18,34,27,21,10,24,32,12,24,17,32,44,9,42,29,31,27,7,16,37,13,7,19,6,19,32,19,25,14,49,25,8,35,6,42,15,39,29,9,16,12,11,8,20,8,47,17,40,31,45,46,29,28,36,21,13,37,17
34,25,19,26,40,46,34,46,40,28,42,50,9,26,46,16,17,8,49,41,28,50,47,24,39,12,15,49,32,40,17,7,41,24,26,13,17,20,27,35,19,10,26,25,34,27,29,29,45,37,14,48,18,6,43,44,12,44,37,18,28,39,6,26,35,5,16,35,33,40,38,13,47,15,32,27,29,21,27,14,35,46,34,38,34,32,22,12,29,43,43,42,35,9,12,36,17,13,28,24
12,31,46,19,18,41,13,19,46,29,6,20,6,47,45,8,18,35,6,16,20,27,17,45,10,40,31,20,36,22,31,28,29,19,49,21,32,21,26,37,11,31,23,19,14,15,42,46,40,13,27,40,19,35,35,47,40,16,36,30,24,22,38,41,11,6,39,17,47,44,22,42,27,19,32,24,13,16,38,46,40,38,29,20,44,19,14,42,6,33,33,30,10,24,21,24,34,35,33,40
